description,keywords,title,sentiment
"Parsons Corporation (NYSE: PSN) will present at the Jefferies Industrials Conference on September 6, 2023. Carey Smith, chair, president, and CEO, and Matt Ofilos, CFO, will participate in a fireside chat.","['Parsons Corporation', 'Jefferies Industrials Conference', 'presentation', 'fireside chat']",Parsons to Present at the Jefferies Industrials Conference,neutral
"The article discusses the GARP investing strategy, which seeks to offer an ideal investment by utilizing the best features of value and growth investing. It highlights four stocks - Bloomin' Brands, W.W. Grainger, Lincoln Electric, and Texas Roadhouse - that meet the GARP criteria.","['GARP investing', 'value investing', 'growth investing', 'stock screening']",Scoop Up These 4 GARP Stocks to Receive Handsome Returns,positive
"Gibraltar Industries reported strong Q2 2023 earnings, with adjusted EPS surpassing the consensus estimate and increasing year-over-year. Although net sales declined, they beat the consensus mark. The company's performance was driven by organic growth, improved solar module supply, increased volume, and other operational initiatives. Gibraltar raised its 2023 adjusted EPS outlook, leading to a positive market reaction.","['Gibraltar Industries', 'Earnings', 'Residential Products', 'Renewable Energy', 'Agtech', 'Infrastructure']","Gibraltar (ROCK) Q2 Earnings & Net Sales Beat, Shares Up",positive
"The article discusses two auto, tires, and trucks stocks, Tesla (TSLA) and Cummins (CMI), that have a positive Earnings Surprise Prediction (ESP) and could potentially beat earnings expectations. The article suggests that investors should consider these stocks as they have a higher probability of reporting a positive earnings surprise.","['auto', 'tires', 'trucks', 'earnings', 'earnings surprise']","These 2 Auto, Tires and Trucks Stocks Could Beat Earnings: Why They Should Be on Your Radar",positive
"Minerals Technologies Inc. (MTX) has declared a regular quarterly dividend of $0.05 per share, payable on June 15, 2023, to stockholders of record on June 1, 2023.","['dividend', 'quarterly', 'Minerals Technologies Inc.']",Minerals Technologies Declares Quarterly Dividend,positive
"The article discusses key events in the electric vehicle (EV) industry, including Tesla's Cybertruck launch, Fisker's production challenges, and Ford dealers dropping out of the company's EV program.","['Tesla', 'Cybertruck', 'Fisker', 'Ford', 'EV']","Tesla Cybertruck Seen As Pricier 'Side Story,' More Ford Dealers Drop Out Of EV Program, Fisker's Production Woes And More: Biggest EV Stories Of The Week",neutral
"Esperion Therapeutics (ESPR) has an average price target of $12.14 from 11 analysts, with a high of $22.00 and a low of $1.50. The average price target has increased by 20.2% over the past month.","['Esperion Therapeutics', 'analyst ratings']",What 11 Analyst Ratings Have To Say About Esperion Therapeutics,neutral
"Great Ajax reported a quarterly loss of $0.09 per share, missing the Zacks Consensus Estimate of $0.05 earnings per share. The company's revenues also fell short of expectations, declining year-over-year. The stock is expected to underperform the market in the near future.","['earnings', 'earnings estimates', 'earnings outlook', 'earnings surprise', 'industry outlook', 'Zacks Consensus Estimate', 'Zacks Rank']","Great Ajax (AJX) Reports Q1 Loss, Misses Revenue Estimates",negative
"Organogenesis Holdings Inc. reported a 11% increase in net revenue for the first quarter of 2023 compared to the same period in 2022, driven by a 12% increase in Advanced Wound Care products. However, the company also reported a net loss of $3.0 million, an increase of $2.1 million from the prior year quarter.","['Organogenesis Holdings Inc.', 'Advanced Wound Care', 'Surgical & Sports Medicine', 'financial results']",Organogenesis Holdings Inc. Reports First Quarter 2023 Financial Results,neutral
"The metal fabrication industry is facing challenges due to subdued customer spending and high input costs, but industry players like Norsk Hydro, AB SKF, ESAB, Century Aluminum, and TriMas are poised to benefit from their cost-management actions and investments in automation and innovation.","['metal fabrication', 'Norsk Hydro', 'AB SKF', 'ESAB', 'Century Aluminum', 'TriMas']","Zacks Industry Outlook Highlights Norsk Hydro ASA, AB SKF, ESAB, Century Aluminum and TriMas",positive
"Terns Pharmaceuticals, a clinical-stage biopharmaceutical company, announced that it has granted equity inducement awards to three new employees under its 2022 Employment Inducement Award Plan.","['Terns Pharmaceuticals', 'equity inducement awards', 'new employees', '2022 Employment Inducement Award Plan']",Terns Pharmaceuticals Reports Inducement Grants to New Employees Under Nasdaq Listing Rule 5635(C)(4),positive
"As U.S. Treasury yields climb to 16-year highs, the article identifies five stocks that offer growth potential in a higher-yield environment, focusing on their strong dividend history, resilient business models, and potential upside.","['Treasury yields', 'Federal Reserve', 'higher interest rates', 'dividend stocks', 'energy stocks', 'healthcare stocks']",Top 5 Stocks to Own as Treasury Yields Surge to 16-Year Highs,positive
"Confluent, a data-streaming technology company, remains 75% below its all-time high despite strong operating performance. The technology sector has outperformed the broader market, but with greater volatility. Confluent's data-streaming technology is rapidly growing in adoption, particularly among large customers, and the company has a strong balance sheet to support its growth investments.","['Confluent', 'data-streaming technology', 'technology sector', 'volatility', 'growth investments']",1 Growth Stock Down 75% You'll Regret Not Buying on the Dip,positive
"Cue Biopharma, a clinical-stage biopharmaceutical company, provided a business and financial update for the second quarter of 2023. The company presented positive data from ongoing Phase 1 trials of CUE-101 and initiated enrollment of the highest dose cohort in the CUE-102 Phase 1 trial.","['Cue Biopharma', 'CUE-101', 'CUE-102', 'Phase 1 trials', 'clinical data']",Cue Biopharma Reports Second Quarter 2023 Financial Results and Recent Business Highlights,positive
"Analysts have increased their average price target for Conagra Brands (CAG) by 13.93% to $40.33, with a high of $45.00 and a low of $34.00. The increased target suggests a positive sentiment towards the company's future performance.","['Conagra Brands', 'analyst expectations', 'price target']",Analyst Expectations for Conagra Brands's Future,positive
"Agco has been upgraded to a Zacks Rank #2 (Buy) due to an upward trend in earnings estimates, which is a powerful force impacting stock prices. The upgrade positions Agco in the top 20% of Zacks-covered stocks in terms of estimate revisions, implying the stock might move higher in the near term.","['earnings-estimates', 'earnings-estimates-revisions', 'earnings-outlook', 'rating-upgrade', 'stock-price-movement', 'zacks-consensus-estimate', 'zacks-rank']",Agco (AGCO) Upgraded to Buy: Here's What You Should Know,positive
"Amphastar Pharmaceuticals is expected to report strong Q2 2023 results, driven by sales of its high-margin products like Glucagon, Primatene Mist, Epinephrine, and Lidocaine. The company's recent acquisition of Baqsimi from Eli Lilly is also expected to contribute to its top line in the upcoming quarters.","['Amphastar Pharmaceuticals', 'Glucagon', 'Primatene Mist', 'Epinephrine', 'Lidocaine', 'Baqsimi']",Amphastar (AMPH) to Report Q2 Earnings: What's in the Cards?,positive
"Over the past 3 months, 4 analysts have published their opinion on Selective Insurance Gr (SIGI) stock, with an average price target of $104.25 and a positive sentiment.","['Selective Insurance Gr', 'analyst ratings']",Where Selective Insurance Gr Stands With Analysts,positive
"Sunoco LP (SUN) has outperformed the Oils-Energy sector so far in 2023, with a 2.8% return compared to the sector's average loss of 5.1%. The company's strong earnings outlook and Zacks Rank #1 (Strong Buy) rating suggest it could continue its solid performance.","['Sunoco LP', 'Oils-Energy sector', 'earnings outlook', 'Zacks Rank']",Is Sunoco (SUN) Stock Outpacing Its Oils-Energy Peers This Year?,positive
"Lucid Group, Inc. is expected to report a year-over-year decline in earnings on higher revenues for the quarter ended March 2023. The market consensus suggests a loss of $0.38 per share, representing a significant decline from the previous year. The company's earnings report, scheduled for May 8, 2023, could impact its stock price depending on how the actual results compare to the estimates.","['earnings', 'consensus outlook', 'earnings expectations', 'earnings surprise', 'stock price']","Earnings Preview: Lucid Group, Inc. (LCID) Q1 Earnings Expected to Decline",neutral
"Intuitive Surgical is well-positioned for growth due to its strength in robotics and progress in artificial intelligence. However, risks related to procedure adoption and competition persist. The company's solid Q3 results and positive estimate revisions for 2023 contribute to the optimism.","['Intuitive Surgical', 'robotics', 'artificial intelligence', 'procedure adoption', 'competition']",Reasons to Add Intuitive Surgical (ISRG) to Your Portfolio Now,positive
